creation_date,id,event_name,close_time,identity_id,metadata
2015-02-13T17:24:26.401Z,94833400000000000,open,"""2015-02-13T17:26:48.704Z""",94832300000000000,"{""ip"":""8.20.70.240"",""referred"":false}"
2015-02-13T17:22:53.837Z,94833000000000000,open,"""2015-02-13T17:24:14.016Z""",94832300000000000,"{""ip"":""8.20.70.240"",""referred"":false}"
2015-02-13T17:22:46.197Z,94833000000000000,referred session,"""2015-02-13T17:22:46.772Z""",94832300000000000,"{""ip"":""8.20.70.240""}"
2015-02-13T17:22:46.197Z,94833000000000000,install,"""2015-02-13T17:22:46.772Z""",94832300000000000,"{""ip"":""8.20.70.240"",""referred"":true}"
2015-02-13T17:21:53.316Z,94832700000000000,open,"""2015-02-13T17:22:00.223Z""",94820900000000000,"{""ip"":""64.26.103.9"",""referred"":false}"
2015-02-13T17:14:35.465Z,94830900000000000,install,"""2015-02-13T17:16:30.647Z""",94830900000000000,"{""ip"":""50.135.171.214"",""referred"":false}"
2015-02-13T17:13:44.003Z,94830700000000000,open,null,90573200000000000,"{""ip"":""98.218.71.214"",""referred"":false}"
2015-02-13T17:11:31.876Z,94830100000000000,referred session,"""2015-02-13T17:14:29.560Z""",94829900000000000,"{""ip"":""72.69.5.164""}"
2015-02-13T17:11:31.875Z,94830100000000000,install,"""2015-02-13T17:14:29.560Z""",94829900000000000,"{""ip"":""72.69.5.164"",""referred"":true}"
2015-02-13T17:11:08.225Z,94830000000000000,open,"""2015-02-13T17:11:09.034Z""",92664200000000000,"{""ip"":""96.231.17.170"",""referred"":false}"
2015-02-13T17:07:52.889Z,94829200000000000,referred session,"""2015-02-13T17:08:25.047Z""",94829000000000000,"{""ip"":""73.39.248.61""}"
2015-02-13T17:07:52.889Z,94829200000000000,install,"""2015-02-13T17:08:25.047Z""",94829000000000000,"{""ip"":""73.39.248.61"",""referred"":true}"
2015-02-13T17:04:20.029Z,94828300000000000,open,null,94828300000000000,"{""ip"":""173.13.233.150"",""referred"":false}"
2015-02-13T17:04:16.787Z,94828300000000000,install,"""2015-02-13T17:04:17.278Z""",94828300000000000,"{""ip"":""173.13.233.150"",""referred"":false}"
2015-02-13T17:01:09.044Z,94827500000000000,referred session,"""2015-02-13T17:01:31.892Z""",94827300000000000,"{""ip"":""144.126.16.164""}"
2015-02-13T17:01:09.040Z,94827500000000000,install,"""2015-02-13T17:01:31.892Z""",94827300000000000,"{""ip"":""144.126.16.164"",""referred"":true}"
2015-02-13T17:00:04.211Z,94827200000000000,referred session,"""2015-02-13T17:00:16.509Z""",94826000000000000,"{""ip"":""70.192.201.70""}"
2015-02-13T17:00:04.210Z,94827200000000000,install,"""2015-02-13T17:00:16.509Z""",94826000000000000,"{""ip"":""70.192.201.70"",""referred"":true}"
2015-02-13T16:54:16.953Z,94825800000000000,open,"""2015-02-13T16:54:17.740Z""",94823800000000000,"{""ip"":""70.208.149.165"",""referred"":false}"
2015-02-13T16:54:11.236Z,94825800000000000,open,"""2015-02-13T16:54:11.957Z""",94823800000000000,"{""ip"":""70.208.149.165"",""referred"":false}"
2015-02-13T16:49:59.941Z,94824700000000000,open,"""2015-02-13T16:50:09.693Z""",94820900000000000,"{""ip"":""64.26.103.9"",""referred"":false}"
2015-02-13T16:48:53.143Z,94824400000000000,open,"""2015-02-13T16:54:11.062Z""",94823800000000000,"{""ip"":""70.208.149.165"",""referred"":false}"
2015-02-13T16:48:51.828Z,94824400000000000,referred session,"""2015-02-13T16:48:52.372Z""",94823800000000000,"{""ip"":""70.208.149.165""}"
2015-02-13T16:48:51.828Z,94824400000000000,install,"""2015-02-13T16:48:52.372Z""",94823800000000000,"{""ip"":""70.208.149.165"",""referred"":true}"
2015-02-13T16:46:39.873Z,94823900000000000,open,"""2015-02-13T16:46:49.560Z""",94820900000000000,"{""ip"":""64.26.103.9"",""referred"":false}"
2015-02-13T16:44:28.308Z,94823300000000000,open,"""2015-02-13T16:46:36.821Z""",94820900000000000,"{""ip"":""64.26.103.9"",""referred"":false}"
2015-02-13T16:36:48.256Z,94821400000000000,open,"""2015-02-13T16:37:00.290Z""",94820900000000000,"{""ip"":""64.26.103.9"",""referred"":false}"
2015-02-13T16:36:45.064Z,94821400000000000,referred session,null,94820900000000000,"{""ip"":""64.26.103.9""}"
2015-02-13T16:36:45.063Z,94821400000000000,install,null,94820900000000000,"{""ip"":""64.26.103.9"",""referred"":true}"
2015-02-13T16:36:27.337Z,94821300000000000,open,"""2015-02-13T16:37:34.460Z""",94820200000000000,"{""ip"":""166.171.58.53"",""referred"":false}"
2015-02-13T16:36:19.110Z,94821300000000000,install,"""2015-02-13T16:36:59.585Z""",94821300000000000,"{""ip"":""24.1.59.185"",""referred"":false}"
2015-02-13T16:35:22.989Z,94821000000000000,open,"""2015-02-13T16:35:23.959Z""",94820200000000000,"{""ip"":""166.171.58.53"",""referred"":false}"
2015-02-13T16:35:07.424Z,94821000000000000,referred session,"""2015-02-13T16:35:07.897Z""",94820200000000000,"{""ip"":""166.171.58.53""}"
2015-02-13T16:35:07.424Z,94821000000000000,install,"""2015-02-13T16:35:07.897Z""",94820200000000000,"{""ip"":""166.171.58.53"",""referred"":true}"
2015-02-13T16:33:55.909Z,94820700000000000,open,null,94819400000000000,"{""ip"":""50.202.55.2"",""referred"":false}"
2015-02-13T16:29:54.302Z,94819700000000000,referred session,"""2015-02-13T16:33:55.747Z""",94819400000000000,"{""ip"":""50.202.55.2""}"
2015-02-13T16:29:54.302Z,94819700000000000,install,"""2015-02-13T16:33:55.747Z""",94819400000000000,"{""ip"":""50.202.55.2"",""referred"":true}"
2015-02-13T15:58:51.894Z,94811800000000000,open,"""2015-02-13T16:00:49.826Z""",94811500000000000,"{""ip"":""161.107.18.136"",""referred"":false}"
2015-02-13T15:57:38.703Z,94811500000000000,open,"""2015-02-13T15:58:49.999Z""",94811500000000000,"{""ip"":""161.107.18.136"",""referred"":false}"
2015-02-13T15:57:29.058Z,94811500000000000,install,"""2015-02-13T15:57:29.262Z""",94811500000000000,"{""ip"":""161.107.18.136"",""referred"":false}"
2015-02-13T15:51:31.688Z,94810000000000000,open,null,94810000000000000,"{""ip"":""174.255.160.138"",""referred"":false}"
2015-02-13T15:51:21.340Z,94810000000000000,install,"""2015-02-13T15:51:21.886Z""",94810000000000000,"{""ip"":""174.255.160.138"",""referred"":false}"
2015-02-13T15:49:39.894Z,94809500000000000,install,"""2015-02-13T15:49:45.762Z""",94809500000000000,"{""ip"":""166.170.35.146"",""referred"":false}"
2015-02-13T15:46:43.037Z,94808800000000000,open,"""2015-02-13T15:48:14.467Z""",87192500000000000,"{""ip"":""174.236.194.232"",""referred"":false}"
2015-02-13T15:42:33.997Z,94807700000000000,open,"""2015-02-13T15:42:36.051Z""",94416300000000000,"{""ip"":""208.54.35.244"",""referred"":false}"
2015-02-13T15:37:17.710Z,94806400000000000,open,null,94784100000000000,"{""ip"":""166.170.30.128"",""referred"":false}"
2015-02-13T15:37:08.509Z,94806400000000000,open,null,94784100000000000,"{""ip"":""166.170.30.128"",""referred"":false}"
2015-02-13T15:36:47.271Z,94806300000000000,open,null,94784100000000000,"{""ip"":""166.170.30.128"",""referred"":false}"
2015-02-13T15:17:57.368Z,94801500000000000,install,"""2015-02-13T15:18:18.591Z""",94801500000000000,"{""ip"":""172.56.3.157"",""referred"":false}"
2015-02-13T15:15:49.158Z,94801000000000000,open,"""2015-02-13T15:16:25.930Z""",94799500000000000,"{""ip"":""166.171.58.247"",""referred"":false}"
2015-02-13T15:14:18.031Z,94800600000000000,open,"""2015-02-13T15:14:48.768Z""",94799500000000000,"{""ip"":""166.171.58.247"",""referred"":false}"
2015-02-13T15:13:22.917Z,94800400000000000,open,"""2015-02-13T15:13:27.673Z""",94776300000000000,"{""ip"":""166.170.31.210"",""referred"":false}"
2015-02-13T15:11:25.586Z,94799900000000000,open,null,94799900000000000,"{""ip"":""108.48.5.87"",""referred"":false}"
2015-02-13T15:11:18.629Z,94799900000000000,install,"""2015-02-13T15:11:19.367Z""",94799900000000000,"{""ip"":""108.48.5.87"",""referred"":false}"
2015-02-13T15:09:51.999Z,94799500000000000,install,"""2015-02-13T15:14:10.212Z""",94799500000000000,"{""ip"":""166.171.58.247"",""referred"":false}"
2015-02-13T15:04:12.050Z,94798100000000000,open,"""2015-02-13T15:04:27.368Z""",94796600000000000,"{""ip"":""96.255.248.235"",""referred"":false}"
2015-02-13T15:04:05.808Z,94798100000000000,referred session,"""2015-02-13T15:04:06.369Z""",94796600000000000,"{""ip"":""96.255.248.235""}"
2015-02-13T15:04:05.807Z,94798100000000000,install,"""2015-02-13T15:04:06.369Z""",94796600000000000,"{""ip"":""96.255.248.235"",""referred"":true}"
2015-02-13T14:58:07.973Z,94796600000000000,open,null,90188200000000000,"{""ip"":""65.209.61.114"",""referred"":false}"
2015-02-13T14:57:44.101Z,94796500000000000,open,null,90188200000000000,"{""ip"":""65.209.61.114"",""referred"":false}"
2015-02-13T14:41:56.989Z,94792500000000000,install,"""2015-02-13T14:41:57.748Z""",94792500000000000,"{""ip"":""184.12.106.66"",""referred"":false}"
2015-02-13T14:16:58.836Z,94786200000000000,open,"""2015-02-13T14:17:12.983Z""",94784100000000000,"{""ip"":""166.170.30.128"",""referred"":false}"
2015-02-13T14:14:40.022Z,94785600000000000,open,"""2015-02-13T14:16:33.636Z""",94785600000000000,"{""ip"":""66.87.129.10"",""referred"":false}"
2015-02-13T14:14:37.988Z,94785600000000000,install,"""2015-02-13T14:14:38.283Z""",94785600000000000,"{""ip"":""66.87.129.10"",""referred"":false}"
2015-02-13T14:14:29.957Z,94785600000000000,referred session,"""2015-02-13T14:14:30.275Z""",94784100000000000,"{""ip"":""166.170.30.128""}"
2015-02-13T14:14:29.957Z,94785600000000000,install,"""2015-02-13T14:14:30.275Z""",94784100000000000,"{""ip"":""166.170.30.128"",""referred"":true}"
2015-02-13T14:06:51.141Z,94783700000000000,install,"""2015-02-13T14:10:39.708Z""",94783700000000000,"{""ip"":""66.87.83.234"",""referred"":false}"
2015-02-13T14:02:48.917Z,94782600000000000,open,"""2015-02-13T14:08:26.440Z""",94782600000000000,"{""ip"":""166.170.31.161"",""referred"":false}"
2015-02-13T14:02:41.106Z,94782600000000000,install,null,94782600000000000,"{""ip"":""166.170.31.161"",""referred"":false}"
2015-02-13T13:49:51.662Z,94779400000000000,open,"""2015-02-13T13:51:09.683Z""",94779300000000000,"{""ip"":""98.227.170.41"",""referred"":false}"
2015-02-13T13:49:42.734Z,94779300000000000,install,null,94779300000000000,"{""ip"":""98.227.170.41"",""referred"":false}"
2015-02-13T13:39:44.449Z,94776800000000000,referred session,"""2015-02-13T13:39:44.949Z""",94776300000000000,"{""ip"":""151.188.213.231""}"
2015-02-13T13:39:44.444Z,94776800000000000,install,"""2015-02-13T13:39:44.949Z""",94776300000000000,"{""ip"":""151.188.213.231"",""referred"":true}"
2015-02-13T13:34:27.579Z,94775500000000000,open,"""2015-02-13T13:37:24.019Z""",94775500000000000,"{""ip"":""66.250.191.180"",""referred"":false}"
2015-02-13T13:34:26.301Z,94775500000000000,open,"""2015-02-13T13:34:51.162Z""",94775400000000000,"{""ip"":""144.15.255.227"",""referred"":false}"
2015-02-13T13:34:24.394Z,94775500000000000,install,"""2015-02-13T13:34:24.572Z""",94775500000000000,"{""ip"":""66.250.191.180"",""referred"":false}"
2015-02-13T13:34:12.760Z,94775400000000000,install,"""2015-02-13T13:34:13.050Z""",94775400000000000,"{""ip"":""144.15.255.227"",""referred"":false}"
2015-02-13T13:10:00.781Z,94769400000000000,install,"""2015-02-13T13:10:39.714Z""",94769400000000000,"{""ip"":""76.114.248.169"",""referred"":false}"
2015-02-13T11:52:23.866Z,94749800000000000,open,"""2015-02-13T11:52:25.851Z""",94586600000000000,"{""ip"":""73.200.137.21"",""referred"":false}"
2015-02-13T11:43:31.819Z,94747600000000000,open,"""2015-02-13T11:52:23.473Z""",94741400000000000,"{""ip"":""66.87.81.86"",""referred"":false}"
2015-02-13T11:41:49.689Z,94747200000000000,open,"""2015-02-13T11:43:28.616Z""",94741400000000000,"{""ip"":""66.87.81.86"",""referred"":false}"
2015-02-13T11:41:34.194Z,94747100000000000,referred session,"""2015-02-13T11:41:34.935Z""",94741400000000000,"{""ip"":""66.87.81.86""}"
2015-02-13T11:41:34.194Z,94747100000000000,install,"""2015-02-13T11:41:34.935Z""",94741400000000000,"{""ip"":""66.87.81.86"",""referred"":true}"
2015-02-13T09:55:47.103Z,94720500000000000,open,"""2015-02-13T09:55:50.609Z""",94720400000000000,"{""ip"":""166.170.37.118"",""referred"":false}"
2015-02-13T09:55:40.225Z,94720400000000000,install,"""2015-02-13T09:55:40.804Z""",94720400000000000,"{""ip"":""166.170.37.118"",""referred"":false}"
2015-02-13T09:01:05.926Z,94706700000000000,open,"""2015-02-13T09:01:09.867Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T08:39:17.782Z,94701200000000000,install,"""2015-02-13T08:39:33.036Z""",94701200000000000,"{""ip"":""166.170.37.85"",""referred"":false}"
2015-02-13T07:28:30.879Z,94683400000000000,open,"""2015-02-13T09:01:05.754Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T07:27:34.772Z,94683200000000000,open,"""2015-02-13T07:27:50.302Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T07:18:16.515Z,94680800000000000,open,"""2015-02-13T07:18:17.336Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T07:17:28.829Z,94680600000000000,open,"""2015-02-13T07:17:29.886Z""",74229800000000000,"{""ip"":""67.169.181.71"",""referred"":false}"
2015-02-13T06:42:29.623Z,94671800000000000,open,"""2015-02-13T06:43:24.552Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T06:42:02.430Z,94671700000000000,open,"""2015-02-13T06:42:20.809Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T06:41:38.062Z,94671600000000000,open,"""2015-02-13T06:41:42.839Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T06:35:41.975Z,94670100000000000,open,"""2015-02-13T06:36:19.181Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T06:28:35.386Z,94668300000000000,open,"""2015-02-13T06:28:44.792Z""",94595100000000000,"{""ip"":""76.21.8.170"",""referred"":false}"
2015-02-13T06:20:39.520Z,94666300000000000,open,"""2015-02-13T06:20:50.696Z""",93830900000000000,"{""ip"":""66.87.138.211"",""referred"":false}"
2015-02-13T05:45:11.846Z,94657400000000000,install,"""2015-02-13T05:45:28.270Z""",94657400000000000,"{""ip"":""71.212.20.50"",""referred"":false}"
2015-02-13T05:02:58.291Z,94646800000000000,open,"""2015-02-13T05:03:05.052Z""",94646200000000000,"{""ip"":""213.55.95.158"",""referred"":false}"
2015-02-13T05:02:09.603Z,94646600000000000,open,"""2015-02-13T05:02:17.888Z""",94646200000000000,"{""ip"":""213.55.95.158"",""referred"":false}"
2015-02-13T05:00:46.355Z,94646200000000000,install,null,94646200000000000,"{""ip"":""213.55.95.158"",""referred"":false}"
2015-02-13T04:54:47.464Z,94644700000000000,open,"""2015-02-13T04:57:24.106Z""",90166600000000000,"{""ip"":""70.208.131.201"",""referred"":false}"
2015-02-13T04:33:05.537Z,94639300000000000,install,"""2015-02-13T04:33:19.946Z""",94639300000000000,"{""ip"":""173.160.221.218"",""referred"":false}"
2015-02-13T04:19:13.150Z,94635800000000000,install,"""2015-02-13T04:21:45.629Z""",94635800000000000,"{""ip"":""50.190.58.39"",""referred"":false}"
2015-02-13T04:16:31.007Z,94635100000000000,install,"""2015-02-13T04:17:43.462Z""",94635100000000000,"{""ip"":""166.170.37.84"",""referred"":false}"
2015-02-13T04:14:33.145Z,94634600000000000,open,"""2015-02-13T04:14:47.299Z""",94634600000000000,"{""ip"":""70.199.131.45"",""referred"":false}"
2015-02-13T04:14:23.948Z,94634600000000000,install,"""2015-02-13T04:14:24.498Z""",94634600000000000,"{""ip"":""70.199.131.45"",""referred"":false}"
2015-02-13T04:03:38.444Z,94631900000000000,open,"""2015-02-13T04:03:39.572Z""",74240600000000000,"{""ip"":""70.199.68.89"",""referred"":false}"
2015-02-13T03:58:17.140Z,94630500000000000,open,"""2015-02-13T04:03:38.262Z""",74240600000000000,"{""ip"":""70.199.68.89"",""referred"":false}"
2015-02-13T03:57:02.391Z,94630200000000000,install,"""2015-02-13T03:59:45.157Z""",94630200000000000,"{""ip"":""69.251.131.165"",""referred"":false}"
2015-02-13T03:50:27.806Z,94628500000000000,open,"""2015-02-13T03:50:44.312Z""",94625700000000000,"{""ip"":""70.208.141.202"",""referred"":false}"
2015-02-13T03:50:24.519Z,94628500000000000,referred session,"""2015-02-13T03:50:24.805Z""",94625700000000000,"{""ip"":""70.208.141.202""}"
2015-02-13T03:50:24.518Z,94628500000000000,install,"""2015-02-13T03:50:24.805Z""",94625700000000000,"{""ip"":""70.208.141.202"",""referred"":true}"
2015-02-13T03:47:18.420Z,94627700000000000,open,"""2015-02-13T03:47:25.545Z""",93840900000000000,"{""ip"":""108.51.97.202"",""referred"":false}"
2015-02-13T03:45:15.864Z,94627200000000000,install,"""2015-02-13T03:47:07.782Z""",94627200000000000,"{""ip"":""97.115.159.162"",""referred"":false}"
2015-02-13T03:01:42.805Z,94616300000000000,open,null,94612900000000000,"{""ip"":""70.210.6.171"",""referred"":false}"
2015-02-13T03:00:50.854Z,94616100000000000,open,"""2015-02-13T03:01:24.349Z""",94052400000000000,"{""ip"":""50.20.80.27"",""referred"":false}"
2015-02-13T02:56:58.871Z,94615100000000000,open,"""2015-02-13T03:01:42.609Z""",94612900000000000,"{""ip"":""70.210.6.171"",""referred"":false}"
2015-02-13T02:56:50.795Z,94615000000000000,referred session,"""2015-02-13T02:56:50.915Z""",94612900000000000,"{""ip"":""70.210.6.171""}"
2015-02-13T02:56:50.794Z,94615000000000000,install,"""2015-02-13T02:56:50.915Z""",94612900000000000,"{""ip"":""70.210.6.171"",""referred"":true}"
2015-02-13T02:53:31.145Z,94614200000000000,open,"""2015-02-13T02:53:43.465Z""",94278200000000000,"{""ip"":""223.62.173.242"",""referred"":false}"
2015-02-13T02:49:29.094Z,94613200000000000,open,null,93720500000000000,"{""ip"":""96.244.120.145"",""referred"":false}"
2015-02-13T02:43:55.532Z,94611800000000000,install,"""2015-02-13T02:44:01.945Z""",94611800000000000,"{""ip"":""69.140.66.140"",""referred"":false}"
2015-02-13T02:36:16.416Z,94609900000000000,open,"""2015-02-13T02:36:43.893Z""",94605300000000000,"{""ip"":""173.73.255.53"",""referred"":false}"
2015-02-13T02:36:07.674Z,94609800000000000,open,"""2015-02-13T02:36:12.528Z""",94605300000000000,"{""ip"":""173.73.255.53"",""referred"":false}"
2015-02-13T02:33:18.421Z,94609100000000000,open,"""2015-02-13T02:36:36.903Z""",94608000000000000,"{""ip"":""187.199.213.247"",""referred"":false}"
2015-02-13T02:32:25.971Z,94608900000000000,install,"""2015-02-13T02:32:49.060Z""",94608900000000000,"{""ip"":""70.192.219.2"",""referred"":false}"
2015-02-13T02:31:27.541Z,94608700000000000,open,null,94608000000000000,"{""ip"":""187.199.213.247"",""referred"":false}"
2015-02-13T02:28:40.754Z,94608000000000000,install,"""2015-02-13T02:31:23.185Z""",94608000000000000,"{""ip"":""187.199.213.247"",""referred"":false}"
2015-02-13T02:22:24.441Z,94606400000000000,open,"""2015-02-13T02:34:05.998Z""",93467800000000000,"{""ip"":""70.182.191.158"",""referred"":false}"
2015-02-13T02:19:41.685Z,94605700000000000,open,null,90077800000000000,"{""ip"":""166.94.150.115"",""referred"":false}"
2015-02-13T02:18:01.057Z,94605300000000000,install,"""2015-02-13T02:18:14.960Z""",94605300000000000,"{""ip"":""173.73.255.53"",""referred"":false}"
2015-02-13T02:14:22.409Z,94604400000000000,open,"""2015-02-13T02:14:25.107Z""",94584000000000000,"{""ip"":""70.192.198.205"",""referred"":false}"
2015-02-13T02:05:54.940Z,94602200000000000,open,null,88765800000000000,"{""ip"":""73.163.179.11"",""referred"":false}"
2015-02-13T01:55:42.771Z,94599700000000000,install,"""2015-02-13T01:55:58.522Z""",94599700000000000,"{""ip"":""98.218.100.3"",""referred"":false}"
2015-02-13T01:55:02.978Z,94599500000000000,open,"""2015-02-13T01:56:38.049Z""",94598300000000000,"{""ip"":""166.170.33.171"",""referred"":false}"
2015-02-13T01:52:54.885Z,94599000000000000,open,"""2015-02-13T01:52:56.906Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:52:49.528Z,94598900000000000,open,"""2015-02-13T01:55:02.781Z""",94598300000000000,"{""ip"":""166.170.33.171"",""referred"":false}"
2015-02-13T01:50:22.079Z,94598300000000000,install,"""2015-02-13T01:52:29.617Z""",94598300000000000,"{""ip"":""166.170.33.171"",""referred"":false}"
2015-02-13T01:50:16.722Z,94598300000000000,install,"""2015-02-13T01:51:50.906Z""",94598300000000000,"{""ip"":""71.95.122.54"",""referred"":false}"
2015-02-13T01:48:19.556Z,94597800000000000,open,"""2015-02-13T01:52:54.331Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:47:48.119Z,94597700000000000,open,"""2015-02-13T01:48:15.847Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:47:43.228Z,94597600000000000,open,"""2015-02-13T01:47:44.541Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:47:38.757Z,94597600000000000,open,"""2015-02-13T01:47:39.562Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:46:19.753Z,94597300000000000,open,"""2015-02-13T01:46:20.100Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:45:17.208Z,94597000000000000,open,"""2015-02-13T01:45:37.310Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:44:46.611Z,94596900000000000,open,"""2015-02-13T01:45:13.752Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:44:40.148Z,94596900000000000,open,"""2015-02-13T01:44:41.677Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":false}"
2015-02-13T01:40:43.740Z,94595900000000000,referred session,"""2015-02-13T01:44:39.029Z""",94595100000000000,"{""ip"":""24.130.8.48""}"
2015-02-13T01:40:43.739Z,94595900000000000,install,"""2015-02-13T01:44:39.029Z""",94595100000000000,"{""ip"":""24.130.8.48"",""referred"":true}"
2015-02-13T01:32:59.167Z,94593900000000000,install,"""2015-02-13T01:33:23.772Z""",94593900000000000,"{""ip"":""172.56.9.182"",""referred"":false}"
2015-02-13T01:27:16.509Z,94592500000000000,open,"""2015-02-13T01:27:25.815Z""",94584000000000000,"{""ip"":""70.192.198.205"",""referred"":false}"
2015-02-13T01:25:58.101Z,94592200000000000,open,"""2015-02-13T01:26:06.901Z""",94591700000000000,"{""ip"":""70.208.141.225"",""referred"":false}"
2015-02-13T01:25:52.697Z,94592200000000000,referred session,"""2015-02-13T01:25:54.243Z""",94591700000000000,"{""ip"":""70.208.141.225""}"
2015-02-13T01:25:52.697Z,94592200000000000,install,"""2015-02-13T01:25:54.243Z""",94591700000000000,"{""ip"":""70.208.141.225"",""referred"":true}"
2015-02-13T01:17:30.469Z,94590000000000000,open,"""2015-02-13T01:17:44.401Z""",94590000000000000,"{""ip"":""108.45.99.132"",""referred"":false}"
2015-02-13T01:16:55.823Z,94589900000000000,open,null,94589900000000000,"{""ip"":""71.231.32.100"",""referred"":false}"
2015-02-13T01:16:51.274Z,94589900000000000,install,"""2015-02-13T01:16:52.146Z""",94589900000000000,"{""ip"":""71.231.32.100"",""referred"":false}"
2015-02-13T01:06:37.509Z,94587300000000000,open,"""2015-02-13T11:52:23.461Z""",94586600000000000,"{""ip"":""73.200.137.21"",""referred"":false}"
2015-02-13T01:03:49.463Z,94586600000000000,open,"""2015-02-13T01:06:11.576Z""",94586600000000000,"{""ip"":""73.200.137.21"",""referred"":false}"
2015-02-13T01:03:45.901Z,94586600000000000,install,"""2015-02-13T01:03:46.471Z""",94586600000000000,"{""ip"":""73.200.137.21"",""referred"":false}"
2015-02-13T01:01:59.298Z,94586100000000000,open,"""2015-02-13T01:03:32.578Z""",94586100000000000,"{""ip"":""50.188.130.124"",""referred"":false}"
2015-02-13T01:01:49.605Z,94586100000000000,install,"""2015-02-13T01:01:50.025Z""",94586100000000000,"{""ip"":""50.188.130.124"",""referred"":false}"
2015-02-13T00:56:41.288Z,94584800000000000,open,"""2015-02-13T00:58:18.255Z""",94584000000000000,"{""ip"":""70.192.198.205"",""referred"":false}"
2015-02-13T00:53:21.885Z,94584000000000000,install,"""2015-02-13T00:56:30.482Z""",94584000000000000,"{""ip"":""70.192.198.205"",""referred"":false}"
2015-02-13T00:39:57.279Z,94580600000000000,open,"""2015-02-13T00:40:09.306Z""",94580600000000000,"{""ip"":""74.107.76.154"",""referred"":false}"
2015-02-13T00:39:52.318Z,94580600000000000,install,"""2015-02-13T00:39:52.908Z""",94580600000000000,"{""ip"":""74.107.76.154"",""referred"":false}"
2015-02-13T00:28:48.773Z,94577800000000000,open,"""2015-02-13T00:28:58.756Z""",92664200000000000,"{""ip"":""66.87.82.26"",""referred"":false}"
2015-02-13T00:26:41.637Z,94577300000000000,open,null,94466700000000000,"{""ip"":""24.60.42.160"",""referred"":false}"
2015-02-13T00:26:24.411Z,94577200000000000,open,null,94466700000000000,"{""ip"":""24.60.42.160"",""referred"":false}"
2015-02-13T00:26:13.542Z,94577100000000000,open,"""2015-02-13T00:26:13.457Z""",94466700000000000,"{""ip"":""24.60.42.160"",""referred"":false}"
2015-02-13T00:14:06.232Z,94574100000000000,open,"""2015-02-13T00:14:10.707Z""",88040200000000000,"{""ip"":""108.92.149.52"",""referred"":false}"
2015-02-13T00:09:07.554Z,94572800000000000,open,"""2015-02-13T00:09:19.442Z""",94572800000000000,"{""ip"":""166.171.58.120"",""referred"":false}"
2015-02-13T00:09:05.286Z,94572800000000000,install,"""2015-02-13T00:09:05.520Z""",94572800000000000,"{""ip"":""166.171.58.120"",""referred"":false}"
2015-02-12T23:57:03.175Z,94569800000000000,open,"""2015-02-13T00:00:13.767Z""",94569800000000000,"{""ip"":""70.194.84.105"",""referred"":false}"
2015-02-12T23:57:00.030Z,94569800000000000,install,"""2015-02-12T23:57:00.398Z""",94569800000000000,"{""ip"":""70.194.84.105"",""referred"":false}"
2015-02-12T23:56:31.702Z,94569700000000000,open,"""2015-02-12T23:59:56.439Z""",94569300000000000,"{""ip"":""68.50.229.74"",""referred"":false}"
2015-02-12T23:55:22.966Z,94569400000000000,open,"""2015-02-12T23:56:29.076Z""",94569300000000000,"{""ip"":""68.50.229.74"",""referred"":false}"
2015-02-12T23:55:15.097Z,94569300000000000,install,"""2015-02-12T23:55:15.603Z""",94569300000000000,"{""ip"":""68.50.229.74"",""referred"":false}"
2015-02-12T23:54:29.054Z,94569200000000000,open,"""2015-02-12T23:57:34.362Z""",94568800000000000,"{""ip"":""172.56.3.189"",""referred"":false}"
2015-02-12T23:54:16.273Z,94569100000000000,open,"""2015-02-12T23:54:28.507Z""",94568800000000000,"{""ip"":""172.56.3.189"",""referred"":false}"
2015-02-12T23:53:18.593Z,94568900000000000,open,"""2015-02-12T23:54:12.306Z""",94568800000000000,"{""ip"":""172.56.3.189"",""referred"":false}"
2015-02-12T23:53:12.422Z,94568800000000000,install,"""2015-02-12T23:53:12.910Z""",94568800000000000,"{""ip"":""172.56.3.189"",""referred"":false}"
